Reservation No.,Year of reservation made,Month of reservation made,Date of reservation made,Hour of reservation made,Minutes of reservation made,Year of planned departure,Month of planned departure,Date of planned departure,Hour of planned departure,Minutes of planned departure,Year of planned arrival,Month of planned arrival,Date of planned arrival,Hour of planned arrival,Minutes of planned arrival,Year of checked in ,Month of checked in ,Date of checked in ,Hour of checked in ,Minutes of checked in ,Year of checked out,Month of checked out,Date of checked out,Hour of checked out,Minutes of checked out,Station ID of checked in,Station name,Station ID of checked out,Station name,Vehicle type,Vehicle registraiton No.,Vehicle No.,Time of use,Energy used,Age of driver,ID Card No,Sex,Occupation
MNR-00941,2015,4,23,13,31,2015,4,23,13,35,2015,4,23,15,0,2015,4,23,13,34,2015,4,23,14,16,STN-00202,________,STN-00202,________,B-COM,____409,409,0:42:06,571.921, , ,,Stuff
MNR-00940,2015,4,23,11,44,2015,4,23,11,45,2015,4,23,20,0,2015,4,23,11,50,2015,4,23,12,24,STN-00202,________,STN-00202,________,B-COM,____409,409,0:33:14,299.7622, , ,,Stuff
MNR-00939,2015,4,23,10,22,2015,4,23,10,30,2015,4,23,11,20,2015,4,23,10,29,2015,4,23,10,36,STN-00195,_____,STN-00202,________,B-COM,____409,409,0:07:01,108.6812, , ,,Stuff
MNR-00938,2015,4,23,10,15,2015,4,23,10,20,2015,4,23,11,10,2015,4,23,10,17,2015,4,23,10,31,STN-00191,________,STN-00195,_____,P-COM,___0_402,402,0:13:20,169.7073, , ,,Stuff
USR-03151 - RLR-03446,2015,4,23,8,11,2015,4,23,9,1,2015,4,23,10,21,2015,4,23,9,59,2015,4,23,10,7,STN-00195,_____,STN-00204,___________,P-COM,___0_401,401,0:08:36,124.4518, , ,,Stuff
MNR-00937,2015,4,23,9,52,2015,4,23,9,55,2015,4,23,10,45,2015,4,23,9,55,2015,4,23,10,0,STN-00202,________,STN-00195,_____,B-COM,____409,409,0:05:18,113.4195, , ,,Stuff
MNR-00936,2015,4,22,20,45,2015,4,22,20,50,2015,4,22,21,40,2015,4,22,20,47,2015,4,23,0,9,STN-00198,_____,STN-00201,__________,B-COM,___0_411,411,3:21:37,121.8871, , ,,Stuff
MNR-00935,2015,4,22,20,29,2015,4,22,20,35,2015,4,22,21,25,2015,4,22,20,38,2015,4,22,20,44,STN-00201,__________,STN-00198,_____,P-COM,___0_407,407,0:06:08,95.2963, , ,,Stuff
MNR-00934,2015,4,22,9,8,2015,4,22,9,10,2015,4,22,10,0,2015,4,22,9,10,2015,4,22,9,13,STN-00198,_____,STN-00193,________,P-COM,___0_406,F01140277,0:03:04,64.0323, , ,,Stuff
MNR-00932,2015,4,22,8,52,2015,4,22,8,55,2015,4,22,9,45,2015,4,22,8,58,2015,4,22,9,4,STN-00196,____ ________,STN-00198,_____,B-COM,___0_411,411,0:06:01,57.4193, , ,,Stuff
USR-03082 - RLR-03397,2015,4,17,23,27,2015,4,22,7,46,2015,4,22,9,6,2015,4,22,8,52,2015,4,22,8,59,STN-00193,________,STN-00196,____ ________,P-COM,___0_404,404,0:06:36,82.9272, , ,,Stuff
MNR-00931,2015,4,21,20,29,2015,4,21,20,35,2015,4,21,21,25,2015,4,21,20,33,2015,4,21,20,38,STN-00204,___________,STN-00198,_____,P-COM,___0_401,401,0:04:30,68.377, , ,,Stuff
MNR-00930,2015,4,21,16,33,2015,4,21,16,40,2015,4,21,17,30,2015,4,21,16,35,2015,4,21,16,55,STN-00204,___________,STN-00204,___________,B-COM,____410,410,0:19:37,156.2401, , ,,Stuff
MNR-00929,2015,4,21,16,11,2015,4,21,16,20,2015,4,21,17,10,2015,4,21,16,18,2015,4,21,16,32,STN-00193,________,STN-00204,___________,P-COM,___0_401,401,0:13:50,148.7424, , ,,Stuff
USR-03112 - RLR-03426,2015,4,21,10,47,2015,4,21,15,16,2015,4,21,16,36,2015,4,21,16,3,2015,4,21,16,19,STN-00201,__________,STN-00193,________,P-COM,___0_406,F01140277,0:15:32,167.5633, , ,,Stuff
MNR-00928,2015,4,21,15,31,2015,4,21,15,35,2015,4,21,16,25,2015,4,21,15,52,2015,4,21,16,5,STN-00204,___________,STN-00201,__________,P-COM,___0_407,407,0:12:41,88.0403, , ,,Stuff
USR-03126 - RLR-03428,2015,4,21,11,47,2015,4,21,12,1,2015,4,21,13,21,2015,4,21,13,2,2015,4,21,13,5,STN-00198,_____,STN-00193,________,P-COM,___0_404,404,0:02:59,63.3581, , ,,Stuff
MNR-00927,2015,4,21,10,51,2015,4,21,10,55,2015,4,21,11,30,2015,4,21,10,58,2015,4,21,10,59,STN-00198,_____,STN-00198,_____,P-COM,___0_404,404,0:01:15,1.429, , ,,Stuff
MNR-00926,2015,4,21,10,25,2015,4,21,10,30,2015,4,21,11,20,2015,4,21,10,48,2015,4,21,10,52,STN-00193,________,STN-00198,_____,B-COM,____409,409,0:04:37,72.1681, , ,,Stuff
MNR-00925,2015,4,21,10,23,2015,4,21,10,30,2015,4,21,11,20,2015,4,21,10,43,2015,4,21,10,46,STN-00198,_____,STN-00193,________,P-COM,___0_401,401,0:03:59,74.8996, , ,,Stuff
MNR-00924,2015,4,20,11,47,2015,4,20,11,50,2015,4,20,20,0,2015,4,20,11,49,2015,4,20,11,51,STN-00198,_____,STN-00198,_____,B-COM,____410,410,0:02:09,4.3563, , ,,Stuff
MNR-00920,2015,4,19,18,0,2015,4,20,8,0,2015,4,20,20,0,2015,4,20,11,26,2015,4,20,11,43,STN-00198,_____,STN-00198,_____,B-COM,____410,410,0:16:36,22.9551, , ,,Stuff
USR-03114 - RLR-03416,2015,4,20,9,37,2015,4,20,10,1,2015,4,20,11,21,2015,4,20,11,2,2015,4,20,11,5,STN-00202,________,STN-00204,___________,P-COM,___0_401,401,0:02:42,35.4393, , ,,Stuff
USR-03109 - RLR-03413,2015,4,19,23,13,2015,4,20,9,31,2015,4,20,10,51,2015,4,20,10,9,2015,4,20,10,13,STN-00204,___________,STN-00196,____ ________,B-COM,___0_411,411,0:04:11,28.6239, , ,,Stuff
MNR-00923,2015,4,19,20,10,2015,4,19,20,15,2015,4,19,21,50,2015,4,19,20,14,2015,4,19,22,12,STN-00202,________,STN-00201,__________,P-COM,___0_406,F01140277,1:58:27,79.8587, , ,,Stuff
MNR-00922,2015,4,19,19,6,2015,4,19,19,10,2015,4,19,21,30,2015,4,19,19,15,2015,4,19,19,22,STN-00193,________,STN-00202,________,P-COM,___0_401,401,0:06:29,99.3003, , ,,Stuff
MNR-00921,2015,4,19,19,3,2015,4,19,19,5,2015,4,19,19,55,2015,4,19,19,8,2015,4,19,19,17,STN-00201,__________,STN-00193,________,B-COM,____409,409,0:08:41,133.7148, , ,,Stuff
MNR-00919,2015,4,19,16,52,2015,4,19,16,55,2015,4,19,17,45,2015,4,19,16,55,2015,4,19,17,1,STN-00202,________,STN-00191,________,P-COM,___0_402,402,0:05:56,81.3443, , ,,Stuff
MNR-00918,2015,4,19,12,10,2015,4,19,12,15,2015,4,19,13,5,2015,4,19,12,12,2015,4,19,12,16,STN-00204,___________,STN-00198,_____,B-COM,____410,410,0:03:28,95.832, , ,,Stuff
USR-03017 - RLR-03402,2015,4,19,7,0,2015,4,19,10,16,2015,4,19,11,36,2015,4,19,10,50,2015,4,19,10,58,STN-00195,_____,STN-00202,________,P-COM,___0_402,402,0:07:51,154.9529, , ,,Stuff
USR-03101 - RLR-03405,2015,4,19,9,7,2015,4,19,10,1,2015,4,19,11,21,2015,4,19,10,33,2015,4,19,10,38,STN-00193,________,STN-00202,________,P-COM,___0_406,F01140277,0:04:54,118.0372, , ,,Stuff
USR-03092 - RLR-03400,2015,4,18,21,29,2015,4,19,7,1,2015,4,19,8,21,2015,4,19,8,2,2015,4,19,8,9,STN-00193,________,STN-00201,__________,B-COM,____409,409,0:06:50,175.2077, , ,,Stuff
MNR-00916,2015,4,19,6,47,2015,4,19,7,30,2015,4,19,8,20,2015,4,19,7,56,2015,4,19,8,4,STN-00201,__________,STN-00193,________,P-COM,___0_401,401,0:07:28,173.5462, , ,,Stuff
MNR-00915,2015,4,18,16,21,2015,4,18,16,25,2015,4,18,17,15,2015,4,18,16,23,2015,4,18,16,31,STN-00202,________,STN-00191,________,P-COM,___0_407,407,0:07:47,86.3232, , ,,Stuff
MNR-00914,2015,4,18,11,29,2015,4,18,11,35,2015,4,18,12,25,2015,4,18,11,53,2015,4,18,12,7,STN-00195,_____,STN-00204,___________,B-COM,____410,410,0:14:01,161.7167, , ,,Stuff
MNR-00913,2015,4,18,11,28,2015,4,18,11,35,2015,4,18,12,25,2015,4,18,11,38,2015,4,18,11,52,STN-00204,___________,STN-00195,_____,P-COM,___0_402,402,0:13:55,155.4381, , ,,Stuff
USR-03077 - RLR-03394,2015,4,17,12,45,2015,4,18,8,1,2015,4,18,9,21,2015,4,18,8,30,2015,4,18,8,35,STN-00204,___________,STN-00196,____ ________,B-COM,____409,409,0:05:51,38.7017, , ,,Stuff
MNR-00912,2015,4,17,20,1,2015,4,17,20,5,2015,4,17,20,30,2015,4,17,20,10,2015,4,17,20,12,STN-00204,___________,STN-00202,________,P-COM,___0_407,407,0:02:15,18.0968, , ,,Stuff
USR-03080 - RLR-03392,2015,4,17,12,32,2015,4,17,12,46,2015,4,17,14,6,2015,4,17,13,43,2015,4,17,13,52,STN-00196,____ ________,STN-00195,_____,B-COM,____409,409,0:08:59,147.7235, , ,,Stuff
MNR-00911,2015,4,17,11,24,2015,4,17,11,30,2015,4,17,12,20,2015,4,17,11,41,2015,4,17,11,45,STN-00198,_____,STN-00193,________,P-COM,___0_402,402,0:03:21,60.0742, , ,,Stuff
MNR-00910,2015,4,17,11,23,2015,4,17,11,25,2015,4,17,12,15,2015,4,17,11,33,2015,4,17,11,37,STN-00198,_____,STN-00193,________,P-COM,___0_406,F01140277,0:03:44,71.9525, , ,,Stuff
USR-03072 - RLR-03386,2015,4,16,15,48,2015,4,16,16,1,2015,4,16,17,21,2015,4,16,16,36,2015,4,16,16,42,STN-00191,________,STN-00197,__________ ________,P-COM,___0_401,401,0:06:31,89.3012, , ,,Stuff
MNR-00909,2015,4,16,14,19,2015,4,16,14,25,2015,4,16,15,15,2015,4,16,14,21,2015,4,16,14,27, , ,STN-00198,_____,P-COM,___0_402,402,0:06:10,63.375, , ,,Stuff
MNR-00907,2015,4,16,9,21,2015,4,16,9,30,2015,4,16,10,20,2015,4,16,9,31,2015,4,16,9,37,STN-00198,_____, , ,P-COM,___0_402,402,0:05:34,66.1182, , ,,Stuff
USR-03067 - RLR-03377,2015,4,16,6,46,2015,4,16,8,1,2015,4,16,9,21,2015,4,16,9,7,2015,4,16,9,18,STN-00195,_____,STN-00193,________,P-COM,___0_407,407,0:10:59,145.317, , ,,Stuff
MNR-00906,2015,4,16,8,32,2015,4,16,8,40,2015,4,16,9,30,2015,4,16,8,56,2015,4,16,9,8,STN-00204,___________,STN-00195,_____,B-COM,____410,410,0:12:53,136.8857, , ,,Stuff
USR-03055 - RLR-03370,2015,4,15,8,55,2015,4,15,11,1,2015,4,15,12,22,2015,4,15,11,24,2015,4,15,11,46,STN-00201,__________,STN-00193,________,P-COM,___0_406,F01140277,0:21:40,119.2579, , ,,Stuff
MNR-00792,2015,3,27,9,29,2015,4,13,8,0,2015,4,14,18,0,2015,4,14,16,44,2015,4,14,16,45,STN-00204,___________,STN-00204,___________,B-COM,____410,410,0:01:10,4.00E-04, , ,,Stuff
MNR-00905,2015,4,14,14,0,2015,4,14,14,5,2015,4,14,14,55,2015,4,14,14,10,2015,4,14,14,14,STN-00198,_____,STN-00193,________,P-COM,___0_407,407,0:04:32,84.4343, , ,,Stuff
MNR-00904,2015,4,14,10,10,2015,4,14,10,15,2015,4,14,11,5,2015,4,14,10,15,2015,4,14,10,20, , ,STN-00198,_____,P-COM,___0_404,404,0:04:47,60.1867, , ,,Stuff
MNR-00903,2015,4,14,10,0,2015,4,14,10,5,2015,4,14,10,55,2015,4,14,10,2,2015,4,14,10,11,STN-00196,____ ________,STN-00204,___________,B-COM,___0_411,411,0:09:41,36.3552, , ,,Stuff
USR-03010 - RLR-03357,2015,4,14,9,0,2015,4,14,9,1,2015,4,14,10,22,2015,4,14,9,54,2015,4,14,10,3,STN-00198,_____,STN-00196,____ ________,B-COM,____409,409,0:08:41,49.1509, , ,,Stuff
USR-03034 - RLR-03341,2015,4,13,14,52,2015,4,14,8,1,2015,4,14,9,22,2015,4,14,8,30,2015,4,14,8,38,STN-00202,________,STN-00201,__________,P-COM,___0_406,F01140277,0:07:27,77.0986, , ,,Stuff
MNR-00902,2015,4,13,10,37,2015,4,13,11,0,2015,4,14,10,0,2015,4,14,6,15,2015,4,14,8,12,STN-00198,_____,STN-00198,_____,P-COM,___0_407,407,1:57:24,845.092, , ,,Stuff
MNR-00901,2015,4,13,10,24,2015,4,13,10,30,2015,4,13,10,55,2015,4,13,10,28,2015,4,13,10,58,STN-00198,_____,STN-00202,________,P-COM,___0_406,F01140277,0:30:10,187.9322, , ,,Stuff
MNR-00900,2015,4,13,10,12,2015,4,13,10,15,2015,4,13,10,50,2015,4,13,10,15,2015,4,13,10,25,STN-00196,____ ________,STN-00204,___________,B-COM,____409,409,0:10:28,45.3921, , ,,Stuff
MNR-00897,2015,4,13,9,49,2015,4,13,9,55,2015,4,13,10,45,2015,4,13,10,1,2015,4,13,10,6,STN-00196,____ ________,STN-00198,_____,P-COM,___0_407,407,0:04:51,56.5418, , ,,Stuff
USR-03009 - RLR-03337,2015,4,13,9,30,2015,4,13,9,31,2015,4,13,10,52,2015,4,13,9,52,2015,4,13,9,58,STN-00198,_____,STN-00196,____ ________,B-COM,___0_411,411,0:06:16,54.2562, , ,,Stuff
MNR-00896,2015,4,13,9,4,2015,4,13,9,10,2015,4,13,10,0,2015,4,13,9,9,2015,4,13,9,15,STN-00204,___________,STN-00193,________,P-COM,___0_402,402,0:06:36,135.211, , ,,Stuff
USR-02958 - RLR-03245,2015,4,8,12,14,2015,4,13,8,1,2015,4,13,9,22,2015,4,13,8,50,2015,4,13,8,57,STN-00202,________,STN-00191,________,P-COM,___0_401,401,0:07:01,85.995, , ,,Stuff
MNR-00895,2015,4,12,21,52,2015,4,12,22,0,2015,4,12,23,0,2015,4,12,22,0,2015,4,12,22,8, , ,STN-00196,____ ________,B-COM,____409,409,0:08:01,1.00E-04, , ,,Stuff
MNR-00894,2015,4,12,21,38,2015,4,12,21,40,2015,4,12,21,55,2015,4,12,21,50,2015,4,12,21,56, , ,STN-00196,____ ________,P-COM,___0_407,407,0:05:57,81.9953, , ,,Stuff
MNR-00893,2015,4,12,21,34,2015,4,12,21,35,2015,4,12,22,25,2015,4,12,21,40,2015,4,12,21,43,STN-00201,__________,STN-00204,___________,B-COM,___0_411,411,0:03:43,62.1295, , ,,Stuff
MNR-00892,2015,4,12,18,48,2015,4,12,18,50,2015,4,12,19,40,2015,4,12,18,49,2015,4,12,18,52,STN-00196,____ ________,STN-00204,___________,P-COM,___0_402,402,0:02:55,44.363, , ,,Stuff
USR-02907 - RLR-03295,2015,4,11,11,56,2015,4,12,10,16,2015,4,12,11,37,2015,4,12,11,17,2015,4,12,11,24,STN-00204,___________,STN-00202,________,P-COM,___0_401,401,0:06:38,39.8706, , ,,Stuff
USR-02999 - RLR-03297,2015,4,11,13,12,2015,4,12,10,1,2015,4,12,11,22,2015,4,12,10,33,2015,4,12,10,40,STN-00198,_____,STN-00201,__________,B-COM,___0_411,411,0:06:41,96.5039, , ,,Stuff
USR-02912 - RLR-03286,2015,4,10,14,8,2015,4,12,9,1,2015,4,12,10,22,2015,4,12,10,16,2015,4,12,10,22,STN-00193,________,STN-00196,____ ________,B-COM,____409,409,0:05:30,98.7242, , ,,Stuff
MNR-00891,2015,4,12,10,10,2015,4,12,10,15,2015,4,12,11,5,2015,4,12,10,12,2015,4,12,10,15,STN-00198,_____,STN-00193,________,B-COM,____410,410,0:03:28,65.6775, , ,,Stuff
USR-02911 - RLR-03315,2015,4,12,8,0,2015,4,12,9,1,2015,4,12,10,22,2015,4,12,9,53,2015,4,12,9,55,STN-00204,___________,STN-00196,____ ________,P-COM,___0_402,402,0:02:34,26.5781, , ,,Stuff
USR-02895 - RLR-03195,2015,4,5,0,0,2015,4,12,8,1,2015,4,12,9,22,2015,4,12,8,25,2015,4,12,8,32,STN-00196,____ ________,STN-00191,________,P-COM,___0_404,404,0:07:35,103.9123, , ,,Stuff
MNR-00890,2015,4,12,7,52,2015,4,12,7,55,2015,4,12,8,15,2015,4,12,7,54,2015,4,12,7,57, , ,STN-00196,____ ________,P-COM,___0_404,404,0:03:10,14.8144, , ,,Stuff
USR-02998 - RLR-03307,2015,4,11,17,56,2015,4,12,7,1,2015,4,12,8,22,2015,4,12,7,47,2015,4,12,8,9,STN-00202,________,STN-00201,__________,P-COM,___0_401,401,0:21:52,183.5951, , ,,Stuff
USR-02906 - RLR-03311,2015,4,12,7,0,2015,4,12,7,1,2015,4,12,8,22,2015,4,12,7,40,2015,4,12,7,46,STN-00195,_____,STN-00202,________,P-COM,___0_406,F01140277,0:06:02,130.0708, , ,,Stuff
MNR-00889,2015,4,11,17,12,2015,4,11,17,15,2015,4,11,18,5,2015,4,11,17,14,2015,4,11,18,10,STN-00204,___________,STN-00202,________,P-COM,___0_401,401,0:56:27,105.9004, , ,,Stuff
USR-02951 - RLR-03296,2015,4,11,12,20,2015,4,11,16,1,2015,4,11,17,22,2015,4,11,16,50,2015,4,11,17,8,STN-00193,________,STN-00204,___________,P-COM,___0_402,402,0:17:29,144.8125, , ,,Stuff
MNR-00888,2015,4,11,16,37,2015,4,11,16,40,2015,4,11,17,30,2015,4,11,16,39,2015,4,11,16,46,STN-00204,___________,STN-00193,________,B-COM,____409,409,0:06:53,133.8009, , ,,Stuff
USR-02914 - RLR-03292,2015,4,11,9,0,2015,4,11,16,1,2015,4,11,17,22,2015,4,11,16,30,2015,4,11,16,33,STN-00202,________,STN-00204,___________,P-COM,___0_407,407,0:02:47,33.2353, , ,,Stuff
USR-02905 - RLR-03202,2015,4,5,14,20,2015,4,11,11,1,2015,4,11,12,22,2015,4,11,11,51,2015,4,11,11,56,STN-00204,___________,STN-00202,________,P-COM,___0_407,407,0:04:38,40.4451, , ,,Stuff
MNR-00887,2015,4,11,11,39,2015,4,11,11,45,2015,4,11,12,35,2015,4,11,11,41,2015,4,11,11,50,STN-00202,________,STN-00204,___________,P-COM,___0_401,401,0:08:48,38.7901, , ,,Stuff
MNR-00886,2015,4,11,10,56,2015,4,11,11,0,2015,4,11,11,50,2015,4,11,10,58,2015,4,11,11,27,STN-00195,_____,STN-00198,_____,B-COM,___0_411,411,0:29:49,229.393, , ,,Stuff
USR-02879 - RLR-03242,2015,4,8,10,54,2015,4,11,9,46,2015,4,11,11,7,2015,4,11,10,17,2015,4,11,10,35,STN-00198,_____,STN-00195,_____,P-COM,___0_403,403,0:17:48,92.9062, , ,,Stuff
USR-02892 - RLR-03282,2015,4,10,9,58,2015,4,11,9,1,2015,4,11,10,22,2015,4,11,9,53,2015,4,11,10,1,STN-00204,___________,STN-00196,____ ________,P-COM,___0_404,404,0:08:35,37.6318, , ,,Stuff
MNR-00885,2015,4,10,21,39,2015,4,10,21,45,2015,4,10,22,55,2015,4,10,21,42,2015,4,10,21,46,STN-00204,___________,STN-00202,________,P-COM,___0_401,401,0:04:37,33.3897, , ,,Stuff
MNR-00884,2015,4,10,21,25,2015,4,10,21,30,2015,4,10,21,50,2015,4,10,21,35,2015,4,10,21,39,STN-00202,________,STN-00204,___________,B-COM,____409,409,0:03:38,36.3184, , ,,Stuff
MNR-00883,2015,4,10,21,12,2015,4,10,21,15,2015,4,10,21,35,2015,4,10,21,19,2015,4,10,21,23,STN-00202,________,STN-00195,_____,B-COM,___0_411,411,0:04:35,145.8024, , ,,Stuff
MNR-00882,2015,4,10,20,53,2015,4,10,21,0,2015,4,10,21,30,2015,4,10,21,2,2015,4,10,21,10,STN-00201,__________,STN-00195,_____,P-COM,___0_406,F01140277,0:07:42,202.4181, , ,,Stuff
MNR-00816,2015,4,1,10,54,2015,4,10,13,30,2015,4,10,16,30,2015,4,10,14,20,2015,4,10,14,47,STN-00198,_____,STN-00198,_____,P-COM,___0_403,403,0:27:23,57.1458, , ,,Stuff
MNR-00817,2015,4,1,10,56,2015,4,10,13,30,2015,4,10,16,30,2015,4,10,14,20,2015,4,10,14,47,STN-00198,_____,STN-00198,_____,B-COM,____410,410,0:27:48,33.1152, , ,,Stuff
MNR-00881,2015,4,10,10,13,2015,4,10,10,15,2015,4,10,10,30,2015,4,10,10,18,2015,4,10,10,23,STN-00204,___________,STN-00198,_____,B-COM,____410,410,0:05:43,80.9124, , ,,Stuff
MNR-00880,2015,4,10,10,0,2015,4,10,10,5,2015,4,10,10,55,2015,4,10,10,5,2015,4,10,10,11,STN-00196,____ ________,STN-00204,___________,P-COM,___0_404,404,0:05:52,21.9297, , ,,Stuff
USR-02977 - RLR-03276,2015,4,9,16,28,2015,4,10,9,31,2015,4,10,10,52,2015,4,10,9,59,2015,4,10,10,7,STN-00198,_____,STN-00196,____ ________,B-COM,___0_411,411,0:08:03,47.3339, , ,,Stuff
MNR-00879,2015,4,9,21,4,2015,4,9,21,10,2015,4,9,21,30,2015,4,9,21,9,2015,4,9,21,12,STN-00201,__________,STN-00204,___________,P-COM,___0_407,407,0:03:42,57.9103, , ,,Stuff
MNR-00878,2015,4,9,18,55,2015,4,9,19,0,2015,4,9,19,50,2015,4,9,18,57,2015,4,9,19,0,STN-00198,_____,STN-00193,________,P-COM,___0_401,401,0:03:30,60.168, , ,,Stuff
MNR-00877,2015,4,9,14,26,2015,4,9,14,30,2015,4,9,15,0,2015,4,9,14,31,2015,4,9,14,36,STN-00197,__________ ________,STN-00193,________,P-COM,___0_404,404,0:05:31,86.8753, , ,,Stuff
USR-02961 - RLR-03257,2015,4,8,18,57,2015,4,9,8,1,2015,4,9,9,22,2015,4,9,8,26,2015,4,9,8,30,STN-00196,____ ________,STN-00198,_____,P-COM,___0_404,404,0:03:52,60.2768, , ,,Stuff
MNR-00876,2015,4,9,8,15,2015,4,9,8,20,2015,4,9,8,45,2015,4,9,8,18,2015,4,9,8,21,STN-00204,___________,STN-00197,__________ ________,P-COM,___0_402,402,0:03:14,52.8639, , ,,Stuff
MNR-00683,2015,3,10,10,12,2015,4,9,8,0,2015,4,10,20,0,2015,4,9,8,6,2015,4,9,8,14,STN-00198,_____, , ,B-COM,____409,409,0:08:03,81.4629, , ,,Stuff
USR-02940 - RLR-03264,2015,4,9,7,0,2015,4,9,7,1,2015,4,9,8,22,2015,4,9,7,55,2015,4,9,8,0,STN-00196,____ ________,STN-00198,_____,B-COM,___0_411,411,0:04:16,57.2108, , ,,Stuff
USR-02956 - RLR-03243,2015,4,8,11,28,2015,4,9,6,46,2015,4,9,8,7,2015,4,9,7,16,2015,4,9,7,28,STN-00195,_____,STN-00201,__________,P-COM,___0_406,F01140277,0:12:00,196.9067, , ,,Stuff
USR-02957 - RLR-03244,2015,4,8,11,35,2015,4,8,15,46,2015,4,8,17,7,2015,4,8,16,10,2015,4,8,16,24,STN-00195,_____,STN-00198,_____,B-COM,____409,409,0:13:55,135.3569, , ,,Stuff
USR-02946 - RLR-03231,2015,4,7,22,13,2015,4,8,9,31,2015,4,8,10,52,2015,4,8,10,39,2015,4,8,10,42,STN-00196,____ ________,STN-00197,__________ ________,B-COM,___0_411,411,0:03:02,28.213, , ,,Stuff
MNR-00872,2015,4,8,7,59,2015,4,8,8,5,2015,4,8,8,55,2015,4,8,8,15,2015,4,8,8,30,STN-00195,_____,STN-00197,__________ ________,P-COM,___0_404,404,0:15:07,154.3138, , ,,Stuff
USR-02919 - RLR-03213,2015,4,5,23,28,2015,4,8,8,1,2015,4,8,9,22,2015,4,8,8,4,2015,4,8,8,16,STN-00198,_____,STN-00195,_____,B-COM,____409,409,0:11:28,100.5178, , ,,Stuff
USR-02943 - RLR-03229,2015,4,7,20,47,2015,4,8,6,31,2015,4,8,7,52,2015,4,8,7,50,2015,4,8,7,55,STN-00202,________,STN-00198,_____,P-COM,___0_407,407,0:05:16,50.1431, , ,,Stuff
MNR-00871,2015,4,7,20,10,2015,4,7,20,15,2015,4,7,21,5,2015,4,7,20,12,2015,4,7,20,15,STN-00204,___________,STN-00202,________,P-COM,___0_407,407,0:02:33,20.3568, , ,,Stuff
MNR-00870,2015,4,7,15,1,2015,4,7,15,5,2015,4,7,15,55,2015,4,7,15,5,2015,4,7,15,8,STN-00198,_____,STN-00193,________,P-COM,___0_401,401,0:03:38,80.5665, , ,,Stuff
MNR-00869,2015,4,7,14,44,2015,4,7,14,50,2015,4,7,15,10,2015,4,7,14,49,2015,4,7,14,56,STN-00202,________,STN-00193,________,P-COM,___0_407,407,0:06:38,98.4521, , ,,Stuff
MNR-00868,2015,4,7,9,19,2015,4,7,9,25,2015,4,7,10,15,2015,4,7,9,22,2015,4,7,9,24,STN-00196,____ ________,STN-00202,________,P-COM,___0_407,407,0:02:35,45.8286, , ,,Stuff
USR-02925 - RLR-03222,2015,4,6,16,42,2015,4,7,8,31,2015,4,7,9,52,2015,4,7,9,16,2015,4,7,9,20,STN-00202,________,STN-00196,____ ________,B-COM,___0_411,411,0:03:33,43.0324, , ,,Stuff
MNR-00867,2015,4,6,19,13,2015,4,6,19,15,2015,4,6,21,15,2015,4,6,19,15,2015,4,6,20,11,STN-00201,__________,STN-00196,____ ________,P-COM,___0_407,407,0:55:53,137.1763, , ,,Stuff
MNR-00866,2015,4,6,16,26,2015,4,6,16,30,2015,4,6,17,20,2015,4,6,16,29,2015,4,6,16,42,STN-00198,_____,STN-00202,________,B-COM,___0_411,411,0:13:06,46.8606, , ,,Stuff
MNR-00865,2015,4,6,16,2,2015,4,6,16,5,2015,4,6,16,55,2015,4,6,16,5,2015,4,6,16,11,STN-00204,___________,STN-00198,_____,P-COM,___0_401,401,0:06:16,66.9586, , ,,Stuff
MNR-00863,2015,4,6,15,40,2015,4,6,15,45,2015,4,6,15,55,2015,4,6,15,42,2015,4,6,15,45,STN-00196,____ ________,STN-00204,___________,P-COM,___0_402,402,0:02:26,38.2458, , ,,Stuff
MNR-00861,2015,4,6,15,2,2015,4,6,15,5,2015,4,6,15,25,2015,4,6,15,4,2015,4,6,15,7,STN-00198,_____,STN-00193,________,P-COM,___0_406,F01140277,0:02:53,76.4022, , ,,Stuff
MNR-00814,2015,4,1,10,28,2015,4,6,6,0,2015,4,6,17,0,2015,4,6,15,4,2015,4,6,15,17,STN-00198,_____,STN-00198,_____,B-COM,____410,410,0:12:18,0.001, , ,,Stuff
MNR-00860,2015,4,6,12,13,2015,4,6,12,15,2015,4,6,17,0,2015,4,6,14,55,2015,4,6,14,56,STN-00198,_____,STN-00198,_____,B-COM,___0_411,411,0:01:41,0.0025, , ,,Stuff
MNR-00815,2015,4,1,10,34,2015,4,6,6,0,2015,4,6,17,0,2015,4,6,12,4,2015,4,6,12,13,STN-00202,________,STN-00198,_____,B-COM,___0_411,411,0:08:37,37.8643, , ,,Stuff
USR-02923 - RLR-03214,2015,4,6,9,3,2015,4,6,11,1,2015,4,6,12,22,2015,4,6,11,32,2015,4,6,11,40,STN-00204,___________,STN-00198,_____,P-COM,___0_406,F01140277,0:07:33,64.9777, , ,,Stuff
USR-02913 - RLR-03204,2015,4,5,15,18,2015,4,6,9,31,2015,4,6,10,52,2015,4,6,10,7,2015,4,6,10,10,STN-00196,____ ________,STN-00197,__________ ________,P-COM,___0_402,402,0:02:38,19.869, , ,,Stuff
MNR-00859,2015,4,5,20,3,2015,4,5,20,10,2015,4,5,21,0,2015,4,5,20,8,2015,4,5,20,17,STN-00198,_____,STN-00201,__________,P-COM,___0_403,403,0:09:03,96.2195, , ,,Stuff
