Reservation No.,Year of reservation made,Month of reservation made,Date of reservation made,Hour of reservation made,Minutes of reservation made,Year of planned departure,Month of planned departure,Date of planned departure,Hour of planned departure,Minutes of planned departure,Year of planned arrival,Month of planned arrival,Date of planned arrival,Hour of planned arrival,Minutes of planned arrival,Year of checked in ,Month of checked in ,Date of checked in ,Hour of checked in ,Minutes of checked in ,Year of checked out,Month of checked out,Date of checked out,Hour of checked out,Minutes of checked out,Station ID of checked in,Station name,Station ID of checked out,Station name,Vehicle type,Vehicle registraiton No.,Vehicle No.,Time of use,Energy used,Age of driver,ID Card No,Sex,Occupation
MNR-04932,2017,1,7,12,35,2017,1,7,12,40,2017,1,7,13,55,2017,1,7,12,41,2017,1,7,13,14,STN-00204,___________,STN-00204,___________,P-COM,___0_429,429,0:32:40,372.2142, , ,,Stuff
MNR-04931,2017,1,7,10,45,2017,1,7,10,50,2017,1,7,15,15,2017,1,7,10,46,2017,1,7,11,49,STN-00233,____K______,STN-00244,________,P-COM,___0_428,428,1:02:29,402.9702, , ,,Stuff
MNR-04930,2017,1,7,9,59,2017,1,7,10,0,2017,1,7,14,25,2017,1,7,10,21,2017,1,7,10,45,STN-00204,___________,STN-00233,____K______,B-COM,___0_408,408,0:23:51,197.8573, , ,,Stuff
MNR-04929,2017,1,6,19,21,2017,1,6,19,25,2017,1,6,23,50,2017,1,6,19,35,2017,1,6,20,1,STN-00198,_____,STN-00234,____K______,P-COM,___0_415,415,0:25:58,524.5915, , ,,Stuff
MNR-04928,2017,1,6,18,57,2017,1,6,19,0,2017,1,6,23,25,2017,1,6,19,20,2017,1,6,19,24,STN-00242,______,STN-00204,___________,P-COM,___0_421,421,0:04:24,59.0201, , ,,Stuff
MNR-04927,2017,1,6,17,37,2017,1,6,17,40,2017,1,6,22,5,2017,1,6,17,45,2017,1,6,17,48,STN-00202,________,STN-00204,___________,B-COM,___0_408,408,0:03:12,32.1897, , ,,Stuff
MNR-04926,2017,1,6,16,38,2017,1,6,16,40,2017,1,6,17,55,2017,1,6,16,50,2017,1,6,17,19,STN-00204,___________,STN-00204,___________,P-COM,___0_403,403,0:28:51,208.5726, , ,,Stuff
MNR-04925,2017,1,6,15,25,2017,1,6,15,30,2017,1,6,19,55,2017,1,6,15,29,2017,1,6,15,35,STN-00237,_______________,STN-00198,_____,P-COM,___0_415,415,0:06:20,158.3138, , ,,Stuff
MNR-04924,2017,1,6,15,19,2017,1,6,15,25,2017,1,6,19,50,2017,1,6,15,21,2017,1,6,15,23,STN-00237,_______________,STN-00256,______,P-COM,___0_405,405,0:01:33,28.5779, , ,,Stuff
MNR-04923,2017,1,6,14,58,2017,1,6,15,0,2017,1,6,19,25,2017,1,6,15,5,2017,1,6,15,19,STN-00198,_____,STN-00237,_______________,P-COM,___0_415,415,0:13:43,202.1716, , ,,Stuff
MNR-04922,2017,1,6,11,51,2017,1,6,11,55,2017,1,6,16,20,2017,1,6,11,54,2017,1,6,11,56,STN-00191,________,STN-00191,________,P-COM,___0_427,427_1,0:02:20,0.5033, , ,,Stuff
MNR-04921,2017,1,6,10,23,2017,1,6,10,30,2017,1,6,18,0,2017,1,6,10,29,2017,1,6,16,36,STN-00204,___________,STN-00204,___________,P-COM,___0_403,403,6:07:21,389.3859, , ,,Stuff
MNR-04918,2017,1,5,20,7,2017,1,5,20,15,2017,1,6,0,40,2017,1,5,20,34,2017,1,5,20,42,STN-00259,__________,STN-00240,____K_____,P-COM,___0_419,419_1,0:08:19,299.3444, , ,,Stuff
MNR-04919,2017,1,5,20,8,2017,1,5,20,15,2017,1,6,0,40,2017,1,5,20,29,2017,1,5,20,33,STN-00248,_______,STN-00259,__________,P-COM,___0_413,413,0:03:55,78.0555, , ,,Stuff
MNR-04917,2017,1,5,19,35,2017,1,5,19,40,2017,1,6,0,5,2017,1,5,19,50,2017,1,5,20,28,STN-00233,____K______,STN-00248,_______,P-COM,___0_423,423,0:38:29,488.8369, , ,,Stuff
MNR-04915,2017,1,5,14,50,2017,1,5,15,0,2017,1,5,16,0,2017,1,5,15,1,2017,1,5,15,8,STN-00204,___________,STN-00204,___________,P-COM,___0_416,416_1,0:07:28,86.119, , ,,Stuff
MNR-04914,2017,1,5,13,36,2017,1,5,13,40,2017,1,5,18,5,2017,1,5,13,45,2017,1,5,13,55,STN-00195,_____,STN-00248,_______,P-COM,___0_423,423,0:09:55,286.9637, , ,,Stuff
MNR-04913,2017,1,5,13,13,2017,1,5,13,15,2017,1,5,17,40,2017,1,5,13,23,2017,1,5,13,33,STN-00193,________,STN-00244,________,P-COM,___0_425,425,0:09:39,186.883, , ,,Stuff
MNR-04912,2017,1,5,12,34,2017,1,5,12,40,2017,1,5,17,5,2017,1,5,12,46,2017,1,5,13,3,STN-00204,___________,STN-00229,____K_______,B-COM,___0_411,411,0:17:23,385.0851, , ,,Stuff
MNR-04911,2017,1,5,12,34,2017,1,5,12,40,2017,1,5,13,55,2017,1,5,12,38,2017,1,5,13,2,STN-00204,___________,STN-00204,___________,P-COM,___0_416,416_1,0:24:26,139.202, , ,,Stuff
MNR-04910,2017,1,5,10,37,2017,1,5,10,45,2017,1,5,15,10,2017,1,5,10,47,2017,1,5,10,56,STN-00247,_____,STN-00237,_______________,P-COM,___0_405,405,0:09:43,160.373, , ,,Stuff
MNR-04909,2017,1,5,10,20,2017,1,5,10,25,2017,1,5,14,50,2017,1,5,10,22,2017,1,5,10,38,STN-00232,____K_____,STN-00255,________________,P-COM,___0_402,402,0:15:41,266.1564, , ,,Stuff
MNR-04906,2017,1,4,9,10,2017,1,5,8,0,2017,1,5,18,0,2017,1,5,9,4,2017,1,5,17,1,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,7:57:18,1066.3296, , ,,Stuff
MNR-04907,2017,1,4,15,21,2017,1,4,15,30,2017,1,4,19,55,2017,1,4,16,20,2017,1,4,16,56,STN-00256,______,STN-00244,________,P-COM,___0_420,420_1,0:36:28,192.6797, , ,,Stuff
MNR-04905,2017,1,3,17,34,2017,1,3,17,40,2017,1,3,22,5,2017,1,3,18,57,2017,1,3,19,0,STN-00237,_______________,STN-00256,______,P-COM,___0_404,404,0:02:03,47.8583, , ,,Stuff
MNR-04904,2017,1,3,17,33,2017,1,3,17,40,2017,1,3,22,5,2017,1,3,18,34,2017,1,3,18,38,STN-00248,_______,STN-00259,__________,P-COM,___0_405,405,0:03:51,69.9621, , ,,Stuff
MNR-04903,2017,1,3,11,44,2017,1,3,11,50,2017,1,3,16,15,2017,1,3,12,21,2017,1,3,12,56,STN-00201,__________,STN-00195,_____,P-COM,___0_426,426,0:35:05,176.7314, , ,,Stuff
MNR-04899,2017,1,3,11,7,2017,1,3,11,15,2017,1,3,15,40,2017,1,3,12,13,2017,1,3,12,22,STN-00204,___________,STN-00201,__________,P-COM,___0_418,418,0:09:12,101.2418, , ,,Stuff
MNR-04902,2017,1,3,11,43,2017,1,3,11,50,2017,1,3,16,15,2017,1,3,11,59,2017,1,3,12,12,STN-00195,_____,STN-00204,___________,P-COM,___0_416,416_1,0:12:29,139.1149, , ,,Stuff
MNR-04901,2017,1,3,11,12,2017,1,3,11,20,2017,1,3,15,45,2017,1,3,11,30,2017,1,3,11,56,STN-00204,___________,STN-00195,_____,P-COM,___0_423,423,0:26:35,164.2143, , ,,Stuff
MNR-04900,2017,1,3,11,12,2017,1,3,11,20,2017,1,3,15,45,2017,1,3,11,21,2017,1,3,11,29,STN-00204,___________,STN-00204,___________,P-COM,___0_414,414,0:07:45,60.1262, , ,,Stuff
MNR-04898,2017,1,1,11,41,2017,1,1,11,45,2017,1,1,16,10,2017,1,1,11,43,2017,1,1,11,43,STN-00193,________,STN-00193,________,P-COM,___0_425,425,0:00:26,0, , ,,Stuff
MNR-04897,2016,12,30,14,9,2016,12,30,14,10,2016,12,30,18,35,2016,12,30,14,12,2016,12,30,14,26,STN-00201,__________,STN-00248,_______,P-COM,___0_420,420_1,0:13:48,243.3772, , ,,Stuff
MNR-04896,2016,12,29,16,28,2016,12,29,16,30,2016,12,29,20,55,2016,12,29,16,31,2016,12,29,16,35,STN-00202,________,STN-00201,__________,P-COM,___0_420,420_1,0:03:37,71.4148, , ,,Stuff
MNR-04891,2016,12,29,14,23,2016,12,29,14,30,2016,12,29,18,55,2016,12,29,16,9,2016,12,29,16,26,STN-00258,_____,STN-00236,____K_______,P-COM,___0_429,429,0:16:56,308.537, , ,,Stuff
MNR-04895,2016,12,29,15,40,2016,12,29,15,45,2016,12,29,20,10,2016,12,29,15,43,2016,12,29,15,53,STN-00198,_____,STN-00224,_______,P-COM,___0_419,419_1,0:09:20,170.1168, , ,,Stuff
MNR-04894,2016,12,29,15,0,2016,12,29,15,5,2016,12,29,19,30,2016,12,29,15,28,2016,12,29,15,38,STN-00254,_________,STN-00193,________,P-COM,___0_425,425,0:09:46,209.6962, , ,,Stuff
MNR-04892,2016,12,29,14,26,2016,12,29,14,30,2016,12,29,18,55,2016,12,29,15,3,2016,12,29,15,8, , ,STN-00248,_______,P-COM,___0_413,413,0:04:32,85.2619, , ,,Stuff
MNR-04893,2016,12,29,14,29,2016,12,29,14,30,2016,12,29,18,55,2016,12,29,14,49,2016,12,29,14,57,STN-00257,_____,STN-00248,_______,P-COM,___0_405,405,0:07:58,244.0626, , ,,Stuff
MNR-04889,2016,12,29,13,16,2016,12,29,13,20,2016,12,29,17,45,2016,12,29,13,27,2016,12,29,13,29,STN-00256,______,STN-00237,_______________,P-COM,___0_404,404,0:01:32,33.6019, , ,,Stuff
MNR-04888,2016,12,28,18,57,2016,12,28,19,0,2016,12,28,23,25,2016,12,28,19,5,2016,12,28,19,11,STN-00238,____K_____,STN-00259,__________,P-COM,___0_420,420_1,0:06:34,194.9756, , ,,Stuff
MNR-04887,2016,12,28,17,13,2016,12,28,17,15,2016,12,28,21,40,2016,12,28,17,27,2016,12,28,19,4,STN-00250,______,STN-00238,____K_____,P-COM,___0_413,413,1:36:49,732.9369, , ,,Stuff
MNR-04886,2016,12,28,15,22,2016,12,28,15,25,2016,12,28,19,50,2016,12,28,15,27,2016,12,28,15,29,STN-00202,________,STN-00204,___________,P-COM,___0_428,428,0:02:40,39.0332, , ,,Stuff
MNR-04885,2016,12,28,14,49,2016,12,28,14,55,2016,12,28,19,20,2016,12,28,14,54,2016,12,28,15,5,STN-00197,__________ ________,STN-00252,_____,P-COM,___0_417,417_1,0:10:59,252.5847, , ,,Stuff
MNR-04884,2016,12,27,20,38,2016,12,27,20,45,2016,12,28,1,10,2016,12,27,21,13,2016,12,27,21,23,STN-00247,_____,STN-00201,__________,P-COM,___0_426,426,0:10:36,298.754, , ,,Stuff
MNR-04882,2016,12,27,20,10,2016,12,27,20,15,2016,12,28,0,40,2016,12,27,20,47,2016,12,27,21,2,STN-00204,___________,STN-00258,_____,P-COM,___0_429,429,0:15:02,239.852, , ,,Stuff
MNR-04883,2016,12,27,20,36,2016,12,27,20,40,2016,12,28,1,5,2016,12,27,20,39,2016,12,27,20,42,STN-00201,__________,STN-00202,________,P-COM,___0_428,428,0:02:39,51.9683, , ,,Stuff
MNR-04881,2016,12,27,19,32,2016,12,27,19,35,2016,12,28,0,0,2016,12,27,19,44,2016,12,27,19,46,STN-00204,___________,STN-00202,________,B-COM,___0_408,408,0:02:21,25.3483, , ,,Stuff
MNR-04880,2016,12,27,18,5,2016,12,27,18,10,2016,12,27,22,35,2016,12,27,18,9,2016,12,27,18,12,STN-00202,________,STN-00204,___________,B-COM,___0_408,408,0:03:05,31.9342, , ,,Stuff
MNR-04879,2016,12,27,17,55,2016,12,27,18,0,2016,12,27,22,25,2016,12,27,18,1,2016,12,27,18,3,STN-00202,________,STN-00204,___________,P-COM,___0_420,420_1,0:01:46,36.7335, , ,,Stuff
MNR-04878,2016,12,27,17,14,2016,12,27,17,15,2016,12,27,18,35,2016,12,27,17,37,2016,12,27,18,1,STN-00204,___________,STN-00204,___________,P-COM,___0_405,405,0:23:54,185.1336, , ,,Stuff
MNR-04877,2016,12,27,16,15,2016,12,27,16,20,2016,12,27,20,45,2016,12,27,16,31,2016,12,27,16,34,STN-00204,___________,STN-00197,__________ ________,P-COM,___0_417,417_1,0:02:47,44.3067, , ,,Stuff
MNR-04876,2016,12,27,15,15,2016,12,27,15,20,2016,12,27,19,45,2016,12,27,15,30,2016,12,27,15,45,STN-00238,____K_____,STN-00234,____K______,P-COM,___0_403,403,0:14:46,234.1631, , ,,Stuff
MNR-04875,2016,12,27,14,55,2016,12,27,15,0,2016,12,27,19,25,2016,12,27,15,0,2016,12,27,15,7,STN-00233,____K______,STN-00244,________,P-COM,___0_401,401,0:06:44,142.2412, , ,,Stuff
MNR-04872,2016,12,27,12,47,2016,12,27,12,50,2016,12,27,13,50,2016,12,27,12,49,2016,12,27,13,26,STN-00204,___________,STN-00204,___________,P-COM,___0_416,416_1,0:36:39,405.8373, , ,,Stuff
MNR-04871,2016,12,27,12,9,2016,12,27,12,15,2016,12,27,16,40,2016,12,27,12,27,2016,12,27,12,32,STN-00242,______,STN-00202,________,P-COM,___0_420,420_1,0:04:57,92.6294, , ,,Stuff
MNR-04870,2016,12,27,11,20,2016,12,27,11,25,2016,12,27,15,50,2016,12,27,11,54,2016,12,27,12,15,STN-00258,_____,STN-00195,_____,P-COM,___0_423,423,0:21:11,442.9482, , ,,Stuff
MNR-04869,2016,12,27,11,19,2016,12,27,11,25,2016,12,27,15,50,2016,12,27,11,32,2016,12,27,11,41,STN-00198,_____,STN-00256,______,P-COM,___0_404,404,0:09:37,206.7544, , ,,Stuff
MNR-04868,2016,12,27,8,57,2016,12,27,9,0,2016,12,27,13,25,2016,12,27,9,4,2016,12,27,9,14,STN-00204,___________,STN-00201,__________,P-COM,___0_428,428,0:10:23,109.8568, , ,,Stuff
MNR-04867,2016,12,26,20,8,2016,12,26,20,10,2016,12,27,0,35,2016,12,26,20,23,2016,12,26,20,27,STN-00202,________,STN-00242,______,P-COM,___0_421,421,0:03:26,69.5757, , ,,Stuff
MNR-04866,2016,12,26,20,6,2016,12,26,20,10,2016,12,27,0,35,2016,12,26,20,20,2016,12,26,20,22,STN-00204,___________,STN-00202,________,B-COM,___0_408,408,0:01:33,25.8489, , ,,Stuff
MNR-04865,2016,12,26,19,43,2016,12,26,19,45,2016,12,27,0,10,2016,12,26,19,57,2016,12,26,20,7,STN-00256,______,STN-00198,_____,P-COM,___0_415,415,0:10:03,194.5683, , ,,Stuff
MNR-04864,2016,12,26,19,23,2016,12,26,19,25,2016,12,26,23,50,2016,12,26,19,28,2016,12,26,19,48,STN-00259,__________,STN-00224,_______,P-COM,___0_426,426,0:19:54,548.5729, , ,,Stuff
MNR-04863,2016,12,26,19,20,2016,12,26,19,25,2016,12,26,23,50,2016,12,26,19,24,2016,12,26,19,27,STN-00248,_______,STN-00259,__________,P-COM,___0_414,414,0:02:58,71.6789, , ,,Stuff
MNR-04862,2016,12,26,19,1,2016,12,26,19,5,2016,12,26,23,30,2016,12,26,19,9,2016,12,26,19,23,STN-00254,_________,STN-00248,_______,P-COM,___0_402,402,0:13:30,247.4871, , ,,Stuff
MNR-04861,2016,12,26,17,13,2016,12,26,17,15,2016,12,26,21,40,2016,12,26,17,26,2016,12,26,17,37,STN-00257,_____,STN-00248,_______,P-COM,___0_414,414,0:10:59,259.4564, , ,,Stuff
MNR-04860,2016,12,26,16,22,2016,12,26,16,25,2016,12,26,20,50,2016,12,26,17,8,2016,12,26,17,16,STN-00231,____K_____,STN-00233,____K______,P-COM,___0_428,428,0:07:10,118.461, , ,,Stuff
MNR-04859,2016,12,26,16,21,2016,12,26,16,25,2016,12,26,20,50,2016,12,26,16,50,2016,12,26,17,5,STN-00247,_____,STN-00193,________,P-COM,___0_429,429,0:14:12,292.1442, , ,,Stuff
MNR-04858,2016,12,26,12,26,2016,12,26,12,30,2016,12,26,13,0,2016,12,26,12,29,2016,12,26,12,30,STN-00201,__________,STN-00201,__________,P-COM,___0_404,404,0:00:46,1.3397, , ,,Stuff
MNR-04857,2016,12,26,11,18,2016,12,26,11,20,2016,12,26,15,45,2016,12,26,11,19,2016,12,26,11,24,STN-00231,____K_____,STN-00202,________,P-COM,___0_421,421,0:04:37,84.1666, , ,,Stuff
MNR-04856,2016,12,26,10,31,2016,12,26,10,35,2016,12,26,15,0,2016,12,26,11,8,2016,12,26,11,15,STN-00224,_______,STN-00236,____K_______,P-COM,___0_417,417_1,0:06:32,108.7436, , ,,Stuff
MNR-04855,2016,12,26,10,30,2016,12,26,10,35,2016,12,26,15,0,2016,12,26,10,50,2016,12,26,11,3,STN-00258,_____,STN-00256,______,P-COM,___0_423,423,0:12:22,168.8248, , ,,Stuff
MNR-04854,2016,12,25,16,21,2016,12,25,16,30,2016,12,25,20,55,2016,12,25,16,43,2016,12,25,17,6,STN-00249,_____,STN-00236,____K_______,P-COM,___0_420,420_1,0:22:52,342.5733, , ,,Stuff
MNR-04853,2016,12,25,12,33,2016,12,25,12,35,2016,12,25,17,0,2016,12,25,12,39,2016,12,25,12,43,STN-00202,________,STN-00204,___________,P-COM,___0_403,403,0:03:57,41.1473, , ,,Stuff
MNR-04852,2016,12,25,12,28,2016,12,25,12,30,2016,12,25,15,0,2016,12,25,12,32,2016,12,25,13,24,STN-00204,___________,STN-00204,___________,P-COM,___0_415,415,0:52:30,384.0152, , ,,Stuff
MNR-04851,2016,12,25,10,48,2016,12,25,10,50,2016,12,25,15,15,2016,12,25,10,54,2016,12,25,11,10,STN-00233,____K______,STN-00204,___________,P-COM,___0_415,415,0:16:28,323.8791, , ,,Stuff
MNR-04850,2016,12,25,10,21,2016,12,25,10,30,2016,12,25,14,55,2016,12,25,10,33,2016,12,25,10,44,STN-00247,_____,STN-00244,________,P-COM,___0_418,418,0:11:17,221.168, , ,,Stuff
MNR-04849,2016,12,25,10,3,2016,12,25,10,5,2016,12,25,14,30,2016,12,25,10,14,2016,12,25,10,19,STN-00256,______,STN-00224,_______,P-COM,___0_419,419_1,0:04:43,105.6696, , ,,Stuff
MNR-04847,2016,12,25,9,54,2016,12,25,10,0,2016,12,25,14,25,2016,12,25,10,3,2016,12,25,10,14,STN-00196,____ ________,STN-00256,______,P-COM,___0_429,429,0:10:37,197.1862, , ,,Stuff
MNR-04846,2016,12,24,16,17,2016,12,24,16,20,2016,12,24,20,45,2016,12,24,16,44,2016,12,24,17,1,STN-00254,_________,STN-00248,_______,P-COM,___0_425,425,0:17:11,249.9743, , ,,Stuff
MNR-04845,2016,12,24,15,46,2016,12,24,15,50,2016,12,24,20,15,2016,12,24,16,27,2016,12,24,16,41,STN-00256,______,STN-00242,______,P-COM,___0_402,402,0:14:30,260.6514, , ,,Stuff
MNR-04844,2016,12,24,15,45,2016,12,24,15,50,2016,12,24,20,15,2016,12,24,16,1,2016,12,24,16,8,STN-00204,___________,STN-00195,_____,P-COM,___0_428,428,0:06:40,93.8439, , ,,Stuff
MNR-04842,2016,12,24,10,26,2016,12,24,10,30,2016,12,24,14,55,2016,12,24,11,23,2016,12,24,11,30,STN-00224,_______,STN-00193,________,P-COM,___0_401,401,0:06:52,160.3893, , ,,Stuff
MNR-04843,2016,12,24,10,27,2016,12,24,10,30,2016,12,24,14,55,2016,12,24,10,58,2016,12,24,11,3,STN-00232,____K_____,STN-00249,_____,P-COM,___0_407,407,0:05:01,134.6023, , ,,Stuff
MNR-04841,2016,12,24,10,20,2016,12,24,10,25,2016,12,24,14,50,2016,12,24,10,37,2016,12,24,10,48,STN-00230,____K_______,STN-00253,______,P-COM,___0_422,422,0:11:08,230.0299, , ,,Stuff
MNR-04840,2016,12,24,9,55,2016,12,24,10,0,2016,12,24,18,0,2016,12,24,9,57,2016,12,24,17,8,STN-00202,________,STN-00204,___________,P-COM,___0_420,420_1,7:11:01,116.8733, , ,,Stuff
MNR-04839,2016,12,23,18,2,2016,12,23,18,5,2016,12,23,22,35,2016,12,23,18,17,2016,12,23,18,20,STN-00204,___________,STN-00230,____K_______,P-COM,___0_422,422,0:03:23,64.4607, , ,,Stuff
MNR-04837,2016,12,23,16,11,2016,12,23,16,15,2016,12,23,20,40,2016,12,23,17,31,2016,12,23,17,44,STN-00257,_____,STN-00204,___________,P-COM,___0_422,422,0:13:07,259.7063, , ,,Stuff
MNR-04836,2016,12,23,16,11,2016,12,23,16,15,2016,12,23,20,40,2016,12,23,17,8,2016,12,23,17,16,STN-00238,____K_____,STN-00259,__________,P-COM,___0_426,426,0:07:56,171.9689, , ,,Stuff
MNR-04838,2016,12,23,16,44,2016,12,23,16,50,2016,12,23,21,15,2016,12,23,16,47,2016,12,23,17,3,STN-00198,_____,STN-00248,_______,P-COM,___0_417,417_1,0:16:01,315.092, , ,,Stuff
MNR-04834,2016,12,23,16,9,2016,12,23,16,15,2016,12,23,20,40,2016,12,23,16,31,2016,12,23,16,37,STN-00250,______,STN-00224,_______,P-COM,___0_401,401,0:05:43,119.2207, , ,,Stuff
MNR-04833,2016,12,23,12,15,2016,12,23,12,20,2016,12,23,16,45,2016,12,23,12,33,2016,12,23,12,34,STN-00204,___________,STN-00202,________,P-COM,___0_420,420_1,0:01:18,28.2072, , ,,Stuff
MNR-04831,2016,12,23,10,56,2016,12,23,11,0,2016,12,23,12,30,2016,12,23,11,6,2016,12,23,11,43,STN-00204,___________,STN-00204,___________,P-COM,___0_405,405,0:36:58,249.1642, , ,,Stuff
MNR-04832,2016,12,23,10,56,2016,12,23,11,0,2016,12,23,15,25,2016,12,23,11,1,2016,12,23,11,4,STN-00242,______,STN-00240,____K_____,P-COM,___0_403,403,0:03:44,45.8383, , ,,Stuff
MNR-04829,2016,12,23,10,25,2016,12,23,10,30,2016,12,23,14,55,2016,12,23,10,33,2016,12,23,10,52,STN-00256,______,STN-00234,____K______,P-COM,___0_424,424,0:19:13,303.708, , ,,Stuff
MNR-04828,2016,12,23,9,57,2016,12,23,10,0,2016,12,23,14,25,2016,12,23,10,23,2016,12,23,10,26,STN-00256,______,STN-00250,______,P-COM,___0_430,430,0:03:23,71.8993, , ,,Stuff
MNR-04827,2016,12,23,9,56,2016,12,23,10,0,2016,12,23,14,25,2016,12,23,10,20,2016,12,23,10,22,STN-00237,_______________,STN-00256,______,P-COM,___0_402,402,0:01:37,33.0245, , ,,Stuff
MNR-04826,2016,12,22,14,5,2016,12,22,14,10,2016,12,22,18,35,2016,12,22,15,36,2016,12,22,15,39,STN-00231,____K_____,STN-00236,____K_______,B-COM,___0_408,408,0:02:44,64.5751, , ,,Stuff
MNR-04825,2016,12,22,14,4,2016,12,22,14,10,2016,12,22,18,35,2016,12,22,15,14,2016,12,22,15,27,STN-00258,_____,STN-00252,_____,P-COM,___0_413,413,0:13:19,102.8236, , ,,Stuff
MNR-04824,2016,12,22,14,3,2016,12,22,14,10,2016,12,22,18,35,2016,12,22,14,53,2016,12,22,15,1,STN-00198,_____,STN-00256,______,P-COM,___0_424,424,0:08:28,205.3629, , ,,Stuff
MNR-04823,2016,12,22,14,2,2016,12,22,14,5,2016,12,22,18,30,2016,12,22,14,34,2016,12,22,14,44,STN-00248,_______,STN-00195,_____,P-COM,___0_418,418,0:09:47,303.2917, , ,,Stuff
MNR-04820,2016,12,22,11,22,2016,12,22,11,30,2016,12,22,15,55,2016,12,22,13,6,2016,12,22,13,33,STN-00231,____K_____,STN-00204,___________,P-COM,___0_422,422,0:27:10,149.1198, , ,,Stuff
MNR-04819,2016,12,22,11,21,2016,12,22,11,30,2016,12,22,15,55,2016,12,22,12,9,2016,12,22,12,54,STN-00229,____K_______,STN-00231,____K_____,B-COM,___0_408,408,0:44:13,422.9592, , ,,Stuff
MNR-04818,2016,12,22,11,21,2016,12,22,11,30,2016,12,22,15,55,2016,12,22,11,33,2016,12,22,12,8,STN-00202,________,STN-00229,____K_______,P-COM,___0_407,407,0:35:36,400.3867, , ,,Stuff
MNR-04817,2016,12,21,17,4,2016,12,21,17,5,2016,12,21,21,30,2016,12,21,17,15,2016,12,21,17,17,STN-00204,___________,STN-00191,________,P-COM,___0_427,427_1,0:02:39,45.0314, , ,,Stuff
MNR-04815,2016,12,21,15,7,2016,12,21,15,10,2016,12,21,18,0,2016,12,21,15,38,2016,12,21,15,54,STN-00204,___________,STN-00204,___________,P-COM,___0_401,401,0:15:58,122.8802, , ,,Stuff
MNR-04816,2016,12,21,15,8,2016,12,21,15,10,2016,12,21,19,35,2016,12,21,15,24,2016,12,21,15,27,STN-00248,_______,STN-00259,__________,P-COM,___0_430,430,0:03:24,63.2204, , ,,Stuff
MNR-04814,2016,12,21,15,4,2016,12,21,15,10,2016,12,21,19,35,2016,12,21,15,9,2016,12,21,15,23,STN-00198,_____,STN-00248,_______,P-COM,___0_425,425,0:13:12,376.918, , ,,Stuff
MNR-04813,2016,12,21,14,14,2016,12,21,14,20,2016,12,21,18,45,2016,12,21,14,51,2016,12,21,14,57,STN-00191,________,STN-00242,______,P-COM,___0_403,403,0:05:35,85.3592, , ,,Stuff
MNR-04812,2016,12,21,14,10,2016,12,21,14,15,2016,12,21,18,40,2016,12,21,14,24,2016,12,21,14,35,STN-00255,________________,STN-00258,_____,P-COM,___0_415,415,0:11:33,144.2329, , ,,Stuff
MNR-04811,2016,12,21,14,0,2016,12,21,14,5,2016,12,21,18,30,2016,12,21,14,4,2016,12,21,14,7,STN-00256,______,STN-00250,______,P-COM,___0_420,420_1,0:02:57,83.207, , ,,Stuff
MNR-04810,2016,12,21,13,38,2016,12,21,13,40,2016,12,21,18,5,2016,12,21,14,2,2016,12,21,14,4,STN-00237,_______________,STN-00256,______,P-COM,___0_413,413,0:01:50,43.3921, , ,,Stuff
MNR-04809,2016,12,21,13,36,2016,12,21,13,40,2016,12,21,18,5,2016,12,21,13,53,2016,12,21,14,1,STN-00231,____K_____,STN-00237,_______________,P-COM,___0_402,402,0:08:11,118.6257, , ,,Stuff
MNR-04808,2016,12,21,13,33,2016,12,21,13,35,2016,12,21,15,0,2016,12,21,13,34,2016,12,21,14,1,STN-00204,___________,STN-00204,___________,P-COM,___0_401,401,0:27:10,415.0195, , ,,Stuff
MNR-04806,2016,12,21,10,37,2016,12,21,10,40,2016,12,21,15,5,2016,12,21,11,17,2016,12,21,11,21,STN-00248,_______,STN-00259,__________,P-COM,___0_424,424,0:04:03,64.9799, , ,,Stuff
MNR-04807,2016,12,21,10,44,2016,12,21,10,45,2016,12,21,15,10,2016,12,21,10,49,2016,12,21,11,15,STN-00234,____K______,STN-00248,_______,P-COM,___0_418,418,0:26:26,338.0532, , ,,Stuff
MNR-04805,2016,12,21,10,36,2016,12,21,10,40,2016,12,21,15,15,2016,12,21,10,41,2016,12,21,10,43,STN-00242,______,STN-00234,____K______,P-COM,___0_405,405,0:01:55,54.053, , ,,Stuff
MNR-04804,2016,12,21,9,25,2016,12,21,9,30,2016,12,21,11,0,2016,12,21,9,31,2016,12,21,9,53,STN-00204,___________,STN-00204,___________,P-COM,___0_401,401,0:22:14,299.3485, , ,,Stuff
MNR-04803,2016,12,20,20,7,2016,12,20,20,10,2016,12,21,0,35,2016,12,20,20,12,2016,12,20,20,19,STN-00204,___________,STN-00236,____K_______,P-COM,___0_414,414,0:07:36,136.8988, , ,,Stuff
MNR-04802,2016,12,20,16,48,2016,12,20,17,0,2016,12,20,21,25,2016,12,20,17,35,2016,12,20,17,37,STN-00204,___________,STN-00196,____ ________,P-COM,___0_429,429,0:01:27,30.4753, , ,,Stuff
MNR-04801,2016,12,20,14,59,2016,12,20,15,0,2016,12,20,19,25,2016,12,20,15,29,2016,12,20,15,37,STN-00248,_______,STN-00259,__________,P-COM,___0_414,414,0:07:43,77.574, , ,,Stuff
