131076,22:08:00,1093 Commonwealth Ave Boston Ma,-71.124517,42.3523,22:21:00,54 Brookline Ave Boston Ma 02215,-71.098435,42.347398,0:13:00
131297,22:09:00,60 Tremont St Boston Ma 02108,-71.060314,42.357984,22:23:00,20 Avenue Louis Pasteur Boston Ma 02115,-71.101133,42.340186,0:14:00
131298,22:11:00,Unnamed Road Boston Ma,-71.025855,42.366422,22:22:00,18 Peterborough St Boston Ma 02215,-71.0958,42.344305,0:11:00
131299,22:11:00,840 Boylston St Boston Ma 02199,-71.082908,42.348565,22:18:00,20 Lagrange St Boston Ma 02116,-71.06321,42.351627,0:07:00
131305,22:12:00,1270 Boylston St Boston Ma 02215,-71.095528,42.345135,22:16:00,I-90 @ Boylston St Boston Ma,-71.083825,42.348035,0:04:00
131306,22:13:00,10 Park Plz Boston Ma,-71.068463,42.351648,22:16:00,53 Dalton St Boston Ma,-71.085083,42.3468,0:03:00
131307,22:15:00,Unnamed Road Boston Ma,-71.036365,42.335547,22:18:00,N380 Boston Ma,-71.040335,42.347733,0:03:00
131309,22:16:00,1920 Commonwealth Ave Boston Ma,-71.15349,42.337942,22:45:00,164 Northern Ave Boston Ma 02210,-71.043105,42.350608,0:29:00
131310,22:16:00,830 Boylston St Boston Ma 02199,-71.082695,42.348558,22:26:00,240 Franklin St Boston Ma 02110,-71.054488,42.35629,0:10:00
131311,22:17:00,1070 Commonwealth Ave Boston Ma,-71.123972,42.352022,22:32:00,40 Avery St Boston Ma 02111,-71.063633,42.353167,0:15:00
785617,22:49:00,I-93 Boston Ma,-71.052637,42.359615,22:56:00,270 Cambridge St Boston Ma,-71.06858,42.361245,0:07:00
248787,23:57:00,90 Gloucester St Boston Ma 02115,-71.08386,42.348443,0:11:00,290 Friend St Boston Ma 02114,-71.061672,42.365165,0:14:00
